,race,age,gender,race std,age std,gender std
EO convnext,0.9134587363354141,0.0,0.0,0.0,0.0,0.0
EO mldecoder,0.9475842288768539,0.0,0.0,0.0,0.0,0.0
EO aug,0.9323653702916047,0.0,0.0,0.0,0.0,0.0
EO ensemble,0.9501728633283429,0.0,0.0,0.0,0.0,0.0
