,race,age,gender,race std,age std,gender std
EO convnext,0.9671091489141436,0.0,0.0,0.0,0.0,0.0
EO mldecoder,0.9747768384658493,0.0,0.0,0.0,0.0,0.0
EO aug,0.9738921429640915,0.0,0.0,0.0,0.0,0.0
EO ensemble,0.972319498386346,0.0,0.0,0.0,0.0,0.0
