,race,age,gender,race std,age std,gender std
EO convnext,0.9536235844430297,0.0,0.0,0.0,0.0,0.0
EO mldecoder,0.9669232057554565,0.0,0.0,0.0,0.0,0.0
EO aug,0.9712469308999273,0.0,0.0,0.0,0.0,0.0
EO ensemble,0.9744947464598424,0.0,0.0,0.0,0.0,0.0
